SOUTH FLORIDA WATER MANAGEMENT DISTRICT
NEXRAD QUERY RESULTS
Radar Rainfall in Inches

POLYGON, DATE, TIME, VALUE, FREQUENCY, QUALITY
LAKE ISTOKPOGA, 09/28/2022, 0600,   0.000, H, NRT
LAKE ISTOKPOGA, 09/28/2022, 0700,   0.095, H, NRT
LAKE ISTOKPOGA, 09/28/2022, 0800,   0.002, H, NRT
LAKE ISTOKPOGA, 09/28/2022, 0900,   0.004, H, NRT
LAKE ISTOKPOGA, 09/28/2022, 1000,   0.240, H, NRT
LAKE ISTOKPOGA, 09/28/2022, 1100,   0.257, H, NRT
LAKE ISTOKPOGA, 09/28/2022, 1200,   0.000, H, NRT
LAKE ISTOKPOGA, 09/28/2022, 1500,   0.040, H, NRT
LAKE ISTOKPOGA, 09/28/2022, 1600,   0.008, H, NRT
LAKE ISTOKPOGA, 09/28/2022, 1700,   0.067, H, NRT
LAKE ISTOKPOGA, 09/28/2022, 1800,   0.030, H, NRT
LAKE ISTOKPOGA, 09/28/2022, 1900,   0.015, H, NRT
LAKE ISTOKPOGA, 09/28/2022, 2000,   0.000, H, NRT
LAKE ISTOKPOGA, 09/28/2022, 2100,   0.257, H, NRT
LAKE ISTOKPOGA, 09/28/2022, 2200,   0.027, H, NRT
LAKE ISTOKPOGA, 09/29/2022, 0600,   0.000, H, NRT
LAKE ISTOKPOGA, 09/29/2022, 0800,   0.011, H, NRT
LAKE ISTOKPOGA, 09/29/2022, 0900,   0.000, H, NRT
LAKE JACKSON, 09/28/2022, 0000,   0.068, H, NRT
LAKE JACKSON, 09/28/2022, 0100,   0.319, H, NRT
LAKE JACKSON, 09/28/2022, 0200,   0.127, H, NRT
LAKE JACKSON, 09/28/2022, 0300,   0.200, H, NRT
LAKE JACKSON, 09/28/2022, 0400,   0.262, H, NRT
LAKE JACKSON, 09/28/2022, 0500,   0.137, H, NRT
LAKE JACKSON, 09/28/2022, 0600,   0.203, H, NRT
LAKE JACKSON, 09/28/2022, 0700,   0.432, H, NRT
LAKE JACKSON, 09/28/2022, 0800,   0.516, H, NRT
LAKE JACKSON, 09/28/2022, 0900,   0.203, H, NRT
LAKE JACKSON, 09/28/2022, 1000,   0.002, H, NRT
LAKE JACKSON, 09/28/2022, 1200,   0.025, H, NRT
LAKE JACKSON, 09/28/2022, 1300,   0.031, H, NRT
LAKE JACKSON, 09/28/2022, 1400,   0.064, H, NRT
LAKE JACKSON, 09/28/2022, 1500,   0.003, H, NRT
LAKE JACKSON, 09/28/2022, 1800,   0.073, H, NRT
LAKE JACKSON, 09/28/2022, 1900,   0.300, H, NRT
LAKE JACKSON, 09/28/2022, 2000,   0.305, H, NRT
LAKE JACKSON, 09/28/2022, 2100,   1.113, H, NRT
LAKE JACKSON, 09/28/2022, 2200,   0.598, H, NRT
LAKE JACKSON, 09/28/2022, 2300,   2.633, H, NRT
LAKE JACKSON, 09/29/2022, 0000,   0.801, H, NRT
LAKE JACKSON, 09/29/2022, 0100,   0.045, H, NRT
LAKE JACKSON, 09/29/2022, 0200,   0.008, H, NRT
LAKE JACKSON, 09/29/2022, 0300,   0.000, H, NRT
LAKE JACKSON, 09/29/2022, 0800,   0.003, H, NRT
LAKE JACKSON, 09/29/2022, 0900,   0.015, H, NRT
LAKE JACKSON, 09/29/2022, 1000,   0.045, H, NRT
LAKE JACKSON, 09/29/2022, 1100,   0.030, H, NRT
LAKE JACKSON, 09/29/2022, 1200,   0.000, H, NRT
LAKE JACKSON, 09/29/2022, 1400,   0.000, H, NRT
LAKE JACKSON, 09/30/2022, 2200,   0.001, H, NRT
LAKE JACKSON, 09/30/2022, 2300,   0.000, H, NRT
LAKE JACKSON, 10/01/2022, 0100,   0.000, H, NRT
LAKE KISSIMMEE, 09/28/2022, 0000,   0.066, H, NRT
LAKE KISSIMMEE, 09/28/2022, 0100,   0.150, H, NRT
LAKE KISSIMMEE, 09/28/2022, 0200,   0.097, H, NRT
LAKE KISSIMMEE, 09/28/2022, 0300,   0.215, H, NRT
LAKE KISSIMMEE, 09/28/2022, 0400,   0.317, H, NRT
LAKE KISSIMMEE, 09/28/2022, 0500,   0.140, H, NRT
LAKE KISSIMMEE, 09/28/2022, 0600,   0.165, H, NRT
LAKE KISSIMMEE, 09/28/2022, 0700,   0.205, H, NRT
LAKE KISSIMMEE, 09/28/2022, 0800,   0.293, H, NRT
LAKE KISSIMMEE, 09/28/2022, 0900,   0.116, H, NRT
LAKE KISSIMMEE, 09/28/2022, 1000,   0.000, H, NRT
LAKE KISSIMMEE, 09/28/2022, 1100,   0.027, H, NRT
LAKE KISSIMMEE, 09/28/2022, 1200,   0.104, H, NRT
LAKE KISSIMMEE, 09/28/2022, 1300,   0.168, H, NRT
LAKE KISSIMMEE, 09/28/2022, 1400,   0.016, H, NRT
LAKE KISSIMMEE, 09/28/2022, 1500,   0.000, H, NRT
LAKE KISSIMMEE, 09/28/2022, 1600,   0.000, H, NRT
LAKE KISSIMMEE, 09/28/2022, 1700,   0.029, H, NRT
LAKE KISSIMMEE, 09/28/2022, 1800,   0.209, H, NRT
LAKE KISSIMMEE, 09/28/2022, 1900,   0.330, H, NRT
LAKE KISSIMMEE, 09/28/2022, 2000,   0.397, H, NRT
LAKE KISSIMMEE, 09/28/2022, 2100,   1.096, H, NRT
LAKE KISSIMMEE, 09/28/2022, 2200,   0.934, H, NRT
LAKE KISSIMMEE, 09/28/2022, 2300,   1.627, H, NRT
LAKE KISSIMMEE, 09/29/2022, 0000,   0.155, H, NRT
LAKE KISSIMMEE, 09/29/2022, 0100,   0.080, H, NRT
LAKE KISSIMMEE, 09/29/2022, 0200,   0.006, H, NRT
LAKE KISSIMMEE, 09/29/2022, 0500,   0.015, H, NRT
LAKE KISSIMMEE, 09/29/2022, 0700,   0.013, H, NRT
LAKE KISSIMMEE, 09/29/2022, 0800,   0.102, H, NRT
LAKE KISSIMMEE, 09/29/2022, 0900,   0.011, H, NRT
LAKE KISSIMMEE, 09/29/2022, 1000,   0.009, H, NRT
LAKE KISSIMMEE, 09/29/2022, 1100,   0.004, H, NRT
LAKE KISSIMMEE, 09/29/2022, 1200,   0.000, H, NRT
LAKE KISSIMMEE, 09/30/2022, 2200,   0.000, H, NRT
LAKE KISSIMMEE, 09/30/2022, 2300,   0.000, H, NRT
LAKE KISSIMMEE, 10/01/2022, 0100,   0.000, H, NRT
LAKE KISSIMMEE, 10/01/2022, 0200,   0.000, H, NRT
LAKE MARIAN, 09/28/2022, 0000,   0.163, H, NRT
LAKE MARIAN, 09/28/2022, 0100,   0.187, H, NRT
LAKE MARIAN, 09/28/2022, 0200,   0.205, H, NRT
LAKE MARIAN, 09/28/2022, 0300,   0.231, H, NRT
LAKE MARIAN, 09/28/2022, 0400,   0.297, H, NRT
LAKE MARIAN, 09/28/2022, 0500,   0.138, H, NRT
LAKE MARIAN, 09/28/2022, 0600,   0.227, H, NRT
LAKE MARIAN, 09/28/2022, 0700,   1.100, H, NRT
LAKE MARIAN, 09/28/2022, 0800,   0.555, H, NRT
LAKE MARIAN, 09/28/2022, 0900,   0.129, H, NRT
LAKE MARIAN, 09/28/2022, 1000,   0.000, H, NRT
LAKE MARIAN, 09/28/2022, 1200,   0.009, H, NRT
LAKE MARIAN, 09/28/2022, 1300,   0.002, H, NRT
LAKE MARIAN, 09/28/2022, 1400,   0.009, H, NRT
LAKE MARIAN, 09/28/2022, 1800,   0.052, H, NRT
LAKE MARIAN, 09/28/2022, 1900,   0.129, H, NRT
LAKE MARIAN, 09/28/2022, 2000,   0.225, H, NRT
LAKE MARIAN, 09/28/2022, 2100,   0.616, H, NRT
LAKE MARIAN, 09/28/2022, 2200,   0.218, H, NRT
LAKE MARIAN, 09/28/2022, 2300,   0.477, H, NRT
LAKE MARIAN, 09/29/2022, 0000,   0.053, H, NRT
LAKE MARIAN, 09/29/2022, 0100,   0.064, H, NRT
LAKE MARIAN, 09/29/2022, 0200,   0.008, H, NRT
LAKE MARIAN, 09/29/2022, 0500,   0.004, H, NRT
LAKE MARIAN, 09/29/2022, 0600,   0.000, H, NRT
LAKE MARIAN, 09/29/2022, 0700,   0.000, H, NRT
LAKE MARIAN, 09/29/2022, 0800,   0.003, H, NRT
LAKE MARIAN, 09/29/2022, 0900,   0.014, H, NRT
LAKE MARIAN, 09/29/2022, 1000,   0.017, H, NRT
LAKE MARIAN, 09/29/2022, 1100,   0.016, H, NRT
LAKE MARIAN, 09/29/2022, 1200,   0.000, H, NRT
LAKE MARIAN, 09/30/2022, 2100,   0.000, H, NRT
LAKE MARIAN, 09/30/2022, 2200,   0.007, H, NRT
LAKE MARIAN, 09/30/2022, 2300,   0.014, H, NRT
LAKE MARION, 09/28/2022, 0000,   0.055, H, NRT
LAKE MARION, 09/28/2022, 0100,   0.034, H, NRT
LAKE MARION, 09/28/2022, 0200,   0.007, H, NRT
LAKE MARION, 09/28/2022, 0300,   0.155, H, NRT
LAKE MARION, 09/28/2022, 0400,   0.172, H, NRT
LAKE MARION, 09/28/2022, 0500,   0.197, H, NRT
LAKE MARION, 09/28/2022, 0600,   0.103, H, NRT
LAKE MARION, 09/28/2022, 0700,   0.149, H, NRT
LAKE MARION, 09/28/2022, 0800,   0.107, H, NRT
LAKE MARION, 09/28/2022, 0900,   0.078, H, NRT
LAKE MARION, 09/28/2022, 1000,   0.062, H, NRT
LAKE MARION, 09/28/2022, 1100,   0.015, H, NRT
LAKE MARION, 09/28/2022, 1200,   0.161, H, NRT
LAKE MARION, 09/28/2022, 1300,   0.371, H, NRT
LAKE MARION, 09/28/2022, 1400,   0.126, H, NRT
LAKE MARION, 09/28/2022, 1500,   0.016, H, NRT
LAKE MARION, 09/28/2022, 1600,   0.097, H, NRT
LAKE MARION, 09/28/2022, 1700,   0.334, H, NRT
LAKE MARION, 09/28/2022, 1800,   0.369, H, NRT
LAKE MARION, 09/28/2022, 1900,   0.562, H, NRT
LAKE MARION, 09/28/2022, 2000,   0.638, H, NRT
LAKE MARION, 09/28/2022, 2100,   0.934, H, NRT
LAKE MARION, 09/28/2022, 2200,   0.825, H, NRT
LAKE MARION, 09/28/2022, 2300,   1.489, H, NRT
LAKE MARION, 09/29/2022, 0000,   1.093, H, NRT
LAKE MARION, 09/29/2022, 0100,   0.957, H, NRT
LAKE MARION, 09/29/2022, 0200,   0.215, H, NRT
LAKE MARION, 09/29/2022, 0300,   0.040, H, NRT
LAKE MARION, 09/29/2022, 0400,   0.037, H, NRT
LAKE MARION, 09/29/2022, 0500,   0.009, H, NRT
LAKE MARION, 09/29/2022, 0600,   0.041, H, NRT
LAKE MARION, 09/29/2022, 0700,   0.332, H, NRT
LAKE MARION, 09/29/2022, 0800,   0.171, H, NRT
LAKE MARION, 09/29/2022, 0900,   0.004, H, NRT
LAKE MYRTLE, 09/28/2022, 0000,   0.000, H, NRT
LAKE MYRTLE, 09/28/2022, 0100,   0.077, H, NRT
LAKE MYRTLE, 09/28/2022, 0200,   0.092, H, NRT
LAKE MYRTLE, 09/28/2022, 0300,   0.085, H, NRT
LAKE MYRTLE, 09/28/2022, 0400,   0.114, H, NRT
LAKE MYRTLE, 09/28/2022, 0500,   0.231, H, NRT
LAKE MYRTLE, 09/28/2022, 0600,   0.082, H, NRT
LAKE MYRTLE, 09/28/2022, 0700,   0.089, H, NRT
LAKE MYRTLE, 09/28/2022, 0800,   0.060, H, NRT
LAKE MYRTLE, 09/28/2022, 0900,   0.060, H, NRT
LAKE MYRTLE, 09/28/2022, 1000,   0.110, H, NRT
LAKE MYRTLE, 09/28/2022, 1100,   0.004, H, NRT
LAKE MYRTLE, 09/28/2022, 1200,   0.004, H, NRT
LAKE MYRTLE, 09/28/2022, 1300,   0.083, H, NRT
LAKE MYRTLE, 09/28/2022, 1400,   1.662, H, NRT
LAKE MYRTLE, 09/28/2022, 1500,   1.849, H, NRT
LAKE MYRTLE, 09/28/2022, 1600,   0.268, H, NRT
LAKE MYRTLE, 09/28/2022, 1700,   0.003, H, NRT
LAKE MYRTLE, 09/28/2022, 1800,   0.050, H, NRT
LAKE MYRTLE, 09/28/2022, 1900,   0.399, H, NRT
LAKE MYRTLE, 09/28/2022, 2000,   0.260, H, NRT
LAKE MYRTLE, 09/28/2022, 2100,   0.815, H, NRT
LAKE MYRTLE, 09/28/2022, 2200,   0.518, H, NRT
LAKE MYRTLE, 09/28/2022, 2300,   1.562, H, NRT
LAKE MYRTLE, 09/29/2022, 0000,   1.296, H, NRT
LAKE MYRTLE, 09/29/2022, 0100,   0.226, H, NRT
LAKE MYRTLE, 09/29/2022, 0200,   0.194, H, NRT
LAKE MYRTLE, 09/29/2022, 0300,   0.116, H, NRT
LAKE MYRTLE, 09/29/2022, 0400,   0.015, H, NRT
LAKE MYRTLE, 09/29/2022, 0700,   0.000, H, NRT
LAKE MYRTLE, 09/29/2022, 1000,   0.014, H, NRT
LAKE MYRTLE, 09/29/2022, 1100,   0.037, H, NRT
LAKE MYRTLE, 09/29/2022, 1200,   0.150, H, NRT
LAKE MYRTLE, 09/29/2022, 1300,   0.001, H, NRT
LAKE MYRTLE, 09/30/2022, 2100,   0.002, H, NRT
LAKE OKEECHOBEE, 09/28/2022, 0000,   0.073, H, NRT
LAKE OKEECHOBEE, 09/28/2022, 0100,   0.194, H, NRT
LAKE OKEECHOBEE, 09/28/2022, 0200,   0.321, H, NRT
LAKE OKEECHOBEE, 09/28/2022, 0300,   0.293, H, NRT
LAKE OKEECHOBEE, 09/28/2022, 0400,   0.063, H, NRT
LAKE OKEECHOBEE, 09/28/2022, 0500,   0.021, H, NRT
LAKE OKEECHOBEE, 09/28/2022, 0600,   0.000, H, NRT
LAKE OKEECHOBEE, 09/28/2022, 0700,   0.001, H, NRT
LAKE OKEECHOBEE, 09/28/2022, 0900,   0.009, H, NRT
LAKE OKEECHOBEE, 09/28/2022, 1000,   0.038, H, NRT
LAKE OKEECHOBEE, 09/28/2022, 1100,   0.044, H, NRT
LAKE OKEECHOBEE, 09/28/2022, 1200,   0.001, H, NRT
LAKE OKEECHOBEE, 09/28/2022, 1300,   0.000, H, NRT
LAKE OKEECHOBEE, 09/28/2022, 1400,   0.000, H, NRT
LAKE OKEECHOBEE, 09/29/2022, 0500,   0.000, H, NRT
LAKE PIERCE, 09/28/2022, 0000,   0.050, H, NRT
LAKE PIERCE, 09/28/2022, 0100,   0.010, H, NRT
LAKE PIERCE, 09/28/2022, 0200,   0.024, H, NRT
LAKE PIERCE, 09/28/2022, 0300,   0.139, H, NRT
LAKE PIERCE, 09/28/2022, 0400,   0.187, H, NRT
LAKE PIERCE, 09/28/2022, 0500,   0.191, H, NRT
LAKE PIERCE, 09/28/2022, 0600,   0.190, H, NRT
LAKE PIERCE, 09/28/2022, 0700,   0.098, H, NRT
LAKE PIERCE, 09/28/2022, 0800,   0.083, H, NRT
LAKE PIERCE, 09/28/2022, 0900,   0.118, H, NRT
LAKE PIERCE, 09/28/2022, 1000,   0.023, H, NRT
LAKE PIERCE, 09/28/2022, 1100,   0.072, H, NRT
LAKE PIERCE, 09/28/2022, 1200,   0.242, H, NRT
LAKE PIERCE, 09/28/2022, 1300,   0.347, H, NRT
LAKE PIERCE, 09/28/2022, 1400,   0.110, H, NRT
LAKE PIERCE, 09/28/2022, 1500,   0.000, H, NRT
LAKE PIERCE, 09/28/2022, 1600,   0.012, H, NRT
LAKE PIERCE, 09/28/2022, 1700,   0.123, H, NRT
LAKE PIERCE, 09/28/2022, 1800,   0.426, H, NRT
LAKE PIERCE, 09/28/2022, 1900,   0.592, H, NRT
LAKE PIERCE, 09/28/2022, 2000,   0.479, H, NRT
LAKE PIERCE, 09/28/2022, 2100,   1.068, H, NRT
LAKE PIERCE, 09/28/2022, 2200,   0.993, H, NRT
LAKE PIERCE, 09/28/2022, 2300,   1.030, H, NRT
LAKE PIERCE, 09/29/2022, 0000,   0.573, H, NRT
LAKE PIERCE, 09/29/2022, 0100,   0.478, H, NRT
LAKE PIERCE, 09/29/2022, 0200,   0.039, H, NRT
LAKE PIERCE, 09/29/2022, 0300,   0.000, H, NRT
LAKE PIERCE, 09/29/2022, 0400,   0.014, H, NRT
LAKE PIERCE, 09/29/2022, 0500,   0.042, H, NRT
LAKE PIERCE, 09/29/2022, 0600,   0.001, H, NRT
LAKE PIERCE, 09/29/2022, 0700,   0.328, H, NRT
LAKE PIERCE, 09/29/2022, 0800,   0.123, H, NRT
LAKE ROSALIE, 09/28/2022, 0000,   0.044, H, NRT
LAKE ROSALIE, 09/28/2022, 0100,   0.030, H, NRT
LAKE ROSALIE, 09/28/2022, 0200,   0.044, H, NRT
LAKE ROSALIE, 09/28/2022, 0300,   0.157, H, NRT
LAKE ROSALIE, 09/28/2022, 0400,   0.176, H, NRT
LAKE ROSALIE, 09/28/2022, 0500,   0.186, H, NRT
LAKE ROSALIE, 09/28/2022, 0600,   0.150, H, NRT
LAKE ROSALIE, 09/28/2022, 0700,   0.043, H, NRT
LAKE ROSALIE, 09/28/2022, 0800,   0.071, H, NRT
LAKE ROSALIE, 09/28/2022, 0900,   0.107, H, NRT
LAKE ROSALIE, 09/28/2022, 1000,   0.003, H, NRT
LAKE ROSALIE, 09/28/2022, 1100,   0.081, H, NRT
LAKE ROSALIE, 09/28/2022, 1200,   0.186, H, NRT
LAKE ROSALIE, 09/28/2022, 1300,   0.366, H, NRT
LAKE ROSALIE, 09/28/2022, 1400,   0.030, H, NRT
LAKE ROSALIE, 09/28/2022, 1600,   0.012, H, NRT
LAKE ROSALIE, 09/28/2022, 1700,   0.116, H, NRT
LAKE ROSALIE, 09/28/2022, 1800,   0.483, H, NRT
LAKE ROSALIE, 09/28/2022, 1900,   0.422, H, NRT
LAKE ROSALIE, 09/28/2022, 2000,   0.404, H, NRT
LAKE ROSALIE, 09/28/2022, 2100,   1.095, H, NRT
LAKE ROSALIE, 09/28/2022, 2200,   1.003, H, NRT
LAKE ROSALIE, 09/28/2022, 2300,   0.520, H, NRT
LAKE ROSALIE, 09/29/2022, 0000,   0.074, H, NRT
LAKE ROSALIE, 09/29/2022, 0100,   0.141, H, NRT
LAKE ROSALIE, 09/29/2022, 0200,   0.012, H, NRT
LAKE ROSALIE, 09/29/2022, 0500,   0.036, H, NRT
LAKE ROSALIE, 09/29/2022, 0600,   0.001, H, NRT
LAKE ROSALIE, 09/29/2022, 0700,   0.311, H, NRT
LAKE ROSALIE, 09/29/2022, 0800,   0.239, H, NRT
LAKE ROSALIE, 09/29/2022, 0900,   0.000, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 0000,   0.020, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 0100,   0.041, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 0200,   0.019, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 0300,   0.082, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 0400,   0.146, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 0500,   0.136, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 0600,   0.071, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 0700,   0.226, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 0800,   0.108, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 0900,   0.040, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 1000,   0.090, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 1100,   0.002, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 1200,   0.013, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 1300,   0.062, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 1400,   0.332, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 1500,   0.494, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 1600,   0.208, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 1700,   0.018, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 1800,   0.134, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 1900,   0.493, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 2000,   0.784, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 2100,   0.974, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 2200,   0.717, H, NRT
LAKE TOHOPEKALIGA, 09/28/2022, 2300,   1.559, H, NRT
LAKE TOHOPEKALIGA, 09/29/2022, 0000,   1.047, H, NRT
LAKE TOHOPEKALIGA, 09/29/2022, 0100,   0.884, H, NRT
LAKE TOHOPEKALIGA, 09/29/2022, 0200,   0.441, H, NRT
LAKE TOHOPEKALIGA, 09/29/2022, 0300,   0.119, H, NRT
LAKE TOHOPEKALIGA, 09/29/2022, 0400,   0.014, H, NRT
LAKE TOHOPEKALIGA, 09/29/2022, 0600,   0.000, H, NRT
LAKE TOHOPEKALIGA, 09/29/2022, 0700,   0.020, H, NRT
LAKE TOHOPEKALIGA, 09/29/2022, 0800,   0.068, H, NRT
LAKE TOHOPEKALIGA, 09/29/2022, 0900,   0.096, H, NRT
LAKE TOHOPEKALIGA, 09/29/2022, 1000,   0.043, H, NRT
LAKE TOHOPEKALIGA, 09/29/2022, 1100,   0.026, H, NRT
LAKE TOHOPEKALIGA, 09/29/2022, 1200,   0.001, H, NRT
LAKE TOHOPEKALIGA, 09/29/2022, 1400,   0.001, H, NRT
LAKE TOHOPEKALIGA, 09/30/2022, 2200,   0.000, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 0000,   0.054, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 0100,   0.013, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 0200,   0.067, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 0300,   0.190, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 0400,   0.294, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 0500,   0.161, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 0600,   0.286, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 0700,   0.094, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 0800,   0.107, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 0900,   0.097, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 1000,   0.018, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 1100,   0.164, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 1200,   0.285, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 1300,   0.341, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 1400,   0.026, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 1500,   0.004, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 1600,   0.183, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 1700,   0.545, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 1800,   0.598, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 1900,   0.338, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 2000,   0.494, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 2100,   1.110, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 2200,   0.911, H, NRT
LAKE WEOHYAKAPKA, 09/28/2022, 2300,   0.371, H, NRT
LAKE WEOHYAKAPKA, 09/29/2022, 0000,   0.090, H, NRT
LAKE WEOHYAKAPKA, 09/29/2022, 0100,   0.053, H, NRT
LAKE WEOHYAKAPKA, 09/29/2022, 0200,   0.000, H, NRT
LAKE WEOHYAKAPKA, 09/29/2022, 0400,   0.016, H, NRT
LAKE WEOHYAKAPKA, 09/29/2022, 0500,   0.102, H, NRT
LAKE WEOHYAKAPKA, 09/29/2022, 0700,   0.204, H, NRT
LAKE WEOHYAKAPKA, 09/29/2022, 0800,   0.076, H, NRT
LAKE WEOHYAKAPKA, 10/01/2022, 0100,   0.000, H, NRT
LAKE WORTH LAGOON, 09/28/2022, 0100,   0.073, H, NRT
LAKE WORTH LAGOON, 09/28/2022, 0200,   0.177, H, NRT
LAKE WORTH LAGOON, 09/28/2022, 0300,   0.030, H, NRT
LAKE WORTH LAGOON, 09/28/2022, 0400,   0.059, H, NRT
LAKE WORTH LAGOON, 09/28/2022, 0500,   0.388, H, NRT
LAKE WORTH LAGOON, 09/28/2022, 0600,   0.280, H, NRT
LAKE WORTH LAGOON, 09/28/2022, 0700,   0.078, H, NRT
LAKE WORTH LAGOON, 09/28/2022, 0800,   0.061, H, NRT
LAKE WORTH LAGOON, 09/28/2022, 0900,   0.002, H, NRT
LAKE WORTH LAGOON, 09/28/2022, 1000,   0.076, H, NRT
LAKE WORTH LAGOON, 09/28/2022, 1100,   0.001, H, NRT
LAKE WORTH LAGOON, 09/28/2022, 1200,   0.000, H, NRT
LAKE WORTH LAGOON, 09/28/2022, 1600,   0.132, H, NRT
LAKE WORTH LAGOON, 10/01/2022, 2300,   0.000, H, NRT
LAKE WORTH LAGOON, 10/02/2022, 0000,   0.002, H, NRT
LAKE WORTH LAGOON, 10/02/2022, 0100,   0.000, H, NRT
LAKE WORTH LAGOON, 10/02/2022, 0200,   0.000, H, NRT
LAKE WORTH LAGOON, 10/02/2022, 0500,   0.000, H, NRT
LAKE WORTH LAGOON, 10/02/2022, 0600,   0.000, H, NRT
LAKESIDE RANCH STA, 09/28/2022, 0000,   0.071, H, NRT
LAKESIDE RANCH STA, 09/28/2022, 0100,   0.071, H, NRT
LAKESIDE RANCH STA, 09/28/2022, 0200,   0.164, H, NRT
LAKESIDE RANCH STA, 09/28/2022, 0300,   0.122, H, NRT
LAKESIDE RANCH STA, 09/28/2022, 0400,   0.369, H, NRT
LAKESIDE RANCH STA, 09/28/2022, 0500,   0.187, H, NRT
LAKESIDE RANCH STA, 09/28/2022, 1100,   0.139, H, NRT
LAKESIDE RANCH STA, 09/28/2022, 1200,   0.342, H, NRT
LAKESIDE RANCH STA, 09/28/2022, 1300,   0.027, H, NRT
LOSTMANS, 09/28/2022, 0200,   0.002, H, NRT
LOSTMANS, 09/28/2022, 0300,   0.019, H, NRT
LOSTMANS, 09/28/2022, 0400,   0.010, H, NRT
LOSTMANS, 09/28/2022, 0500,   0.069, H, NRT
LOSTMANS, 09/28/2022, 0600,   0.014, H, NRT
LOSTMANS, 09/28/2022, 0700,   0.163, H, NRT
LOSTMANS, 09/28/2022, 0800,   0.021, H, NRT
LOSTMANS, 09/28/2022, 0900,   0.027, H, NRT
LOSTMANS, 09/28/2022, 1000,   0.038, H, NRT
LOSTMANS, 09/28/2022, 1100,   0.047, H, NRT
LOSTMANS, 09/28/2022, 1200,   0.095, H, NRT
LOSTMANS, 09/28/2022, 1300,   0.033, H, NRT
LOSTMANS, 09/28/2022, 1700,   0.000, H, NRT
LOSTMANS, 09/28/2022, 1800,   0.002, H, NRT
LOSTMANS, 09/28/2022, 2000,   0.004, H, NRT
LOSTMANS, 09/28/2022, 2200,   0.010, H, NRT
LOSTMANS, 09/28/2022, 2300,   0.000, H, NRT
LOSTMANS, 09/29/2022, 0200,   0.000, H, NRT
LOSTMANS, 10/01/2022, 2000,   0.001, H, NRT
LOWER REEDY CREEK, 09/28/2022, 0000,   0.035, H, NRT
LOWER REEDY CREEK, 09/28/2022, 0100,   0.043, H, NRT
LOWER REEDY CREEK, 09/28/2022, 0200,   0.018, H, NRT
LOWER REEDY CREEK, 09/28/2022, 0300,   0.133, H, NRT
LOWER REEDY CREEK, 09/28/2022, 0400,   0.180, H, NRT
LOWER REEDY CREEK, 09/28/2022, 0500,   0.150, H, NRT
LOWER REEDY CREEK, 09/28/2022, 0600,   0.105, H, NRT
LOWER REEDY CREEK, 09/28/2022, 0700,   0.277, H, NRT
LOWER REEDY CREEK, 09/28/2022, 0800,   0.206, H, NRT
